Name,Rating,Category1,Category2,Place,City
avida,3.2,Culinary,Noisy,Taman Pandanaran,Semarang
gerdfried,4.8,Culinary,Respectable,Air Terjun Kedung Pedut,Jogja
kealen,4.8,Culture,Kind,Monumen Sanapati,Jogja
nadaraj,4.8,Culinary,Not Recommended,Jembatan Biru Ambarawa,Semarang
delorise,3.6,History,Cheap Price,Water Blaster Bukit Candi Golf,Semarang
helsie,4.8,Tourist Attraction,Hated,Kota Lama Semarang,Semarang
mease,3.8,Culinary,Great View,Pantai Marina,Semarang
jynelle,4.7,Culinary,Tasty Food,Masjid Agung Ungaran,Semarang
alyca,3.2,Culinary,Isolated,Monumen Sanapati,Jogja
mikayli,3.7,History,Isolated,Taman Srigunting,Semarang
teriya,4.1,Culture,Noisy,Benteng Pendem,Semarang
dominicc,4.9,History,Mindful,Gua Maria Kerep Ambarawa,Semarang
naidelyn,5.0,History,Great View,Indonesia Kaya Park,Semarang
nevarez,4.4,Nature,Fun,Hutan Pinus Pengger,Jogja
shael,4.9,Culinary,Fun,Pintoe Langit Dahromo,Jogja
pegg,4.7,History,Tasty Food,Desa Wisata Pulesari,Jogja
prableen,4.3,History,Not Recommended,Pantai Nguluran,Jogja
shernell,4.2,Culinary,Hated,Pantai Glagah,Jogja
adlane,3.9,Culture,Not Recommended,Taman Tabanas,Semarang
shimere,3.9,Nature,Bad Food,Bentara Budaya Yogyakarta (BBY),Jogja
betsy,3.9,Nature,Isolated,Wisata Alam Wana Wisata Penggaron,Semarang
combe,3.5,Nature,Bad Food,Gua Maria Kerep Ambarawa,Semarang
chanyah,3.9,Culinary,Bad Food,Candi Prambanan,Jogja
waaris,4.8,History,Mindful,Pantai Baruna,Semarang
allyesa,3.5,Nature,Peaceful,Grand Maerakaca,Semarang
aliece,4.8,Tourist Attraction,Fun,Brown Canyon,Semarang
shelbylynn,3.1,Nature,Isolated,Watu Goyang,Jogja
gull,3.3,Culture,Kind Person,Watu Lumbung,Jogja
baisley,3.3,Culture,Recommended,Water Blaster Bukit Candi Golf,Semarang
laurenelizabeth,3.3,History,Recommended,Pantai Nglambor,Jogja
cosgrove,4.7,History,Recommended,Monumen Palagan Ambarawa,Semarang
leileen,3.6,Culinary,Recommended,Grand Maerakaca,Semarang
danuel,3.9,Nature,Hated,Semarang Chinatown,Semarang
colman,4.5,Culinary,Expensive,Desa Wisata Lembah Kalipancur,Semarang
armillas,4.4,Tourist Attraction,Kind Person,Umbul Sidomukti,Semarang
nadire,4.2,Tourist Attraction,Hated,Monumen Palagan Ambarawa,Semarang
asi,4.1,Nature,Hated,Saloka Theme Park,Semarang
jenavee,4.8,Culinary,Great View,The World Landmarks - Merapi Park Yogyakarta,Jogja
beia,4.1,Tourist Attraction,Respectable,Goa Rancang Kencono,Jogja
sadeeq,3.7,Tourist Attraction,Tasty Food,Kauman Pakualaman Yogyakarta,Jogja
eleigha,4.5,Nature,Bad Food,Kampoeng Djadhoel Semarang,Semarang
toddy,4.5,Nature,Kind,Pantai Baruna,Semarang
amabella,4.6,Nature,Boring,Taman Srigunting,Semarang
traymon,3.3,Culinary,Kind,Tirto Argo Siwarak,Semarang
netty,4.9,Culinary,Not Recommended,Pasar Beringharjo,Jogja
ciona,4.2,Tourist Attraction,Kind,Pantai Glagah,Jogja
shaiden,4.6,Tourist Attraction,Peaceful,Saloka Theme Park,Semarang
philps,3.2,History,Fun,Monumen Serangan Umum 1 Maret,Jogja
aver,4.5,Nature,Kind,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
lanta,3.2,Culinary,Kind Person,Kampung Pelangi,Semarang
havva,4.5,Culture,Isolated,Masjid Kapal Semarang,Semarang
ljubomira,4.9,History,Recommended,Pantai Marina,Semarang
eulamae,3.6,History,Not Recommended,Pasar Beringharjo,Jogja
teyden,3.3,Culture,Noisy,Tebing Breksi,Jogja
deio,3.8,Culinary,Cheap Price,Goa Pindul,Jogja
armandina,3.6,Nature,Bad Food,Semarang Gallery,Semarang
cartrina,4.9,History,Great View,Pantai Marina,Semarang
guterding,3.3,Culinary,Beautiful,Gua Maria Kerep Ambarawa,Semarang
hellmut,4.6,History,Tasty Food,Goa Pindul,Jogja
slaughter,4.6,Tourist Attraction,Noisy,Pantai Cipta,Semarang
letara,4.3,Culinary,Mindful,Semarang Gallery,Semarang
ryuuzaburou,3.7,Culinary,Recommended,Indonesia Kaya Park,Semarang
stricklen,3.4,History,Cheap Price,Pantai Depok Jogja,Jogja
veolia,3.7,Nature,Fun,Waduk Jatibarang,Semarang
schildgen,4.3,Nature,Bad Food,Pantai Nglambor,Jogja
dontarrius,4.8,Tourist Attraction,Isolated,Pantai Cipta,Semarang
honya,4.7,Culinary,Kind Person,Pantai Baruna,Semarang
jonrobert,3.8,Culture,Boring,Monumen Palagan Ambarawa,Semarang
havana,4.0,Tourist Attraction,Tasty Food,De Mata Museum Jogja,Jogja
arlonda,3.9,Culinary,Not Recommended,Wisata Mangrove Tapak,Semarang
lilyona,3.2,Tourist Attraction,Expensive,Museum Kereta Ambarawa,Semarang
brenten,3.1,Culture,Kind Person,Pantai Jogan,Jogja
mirkka,4.2,Culture,Cheap Price,Galaxy Waterpark Jogja,Jogja
blaiden,3.3,History,Bad Food,Kampoeng Rawa,Semarang
kesiah,4.8,Tourist Attraction,Expensive,Kawasan Malioboro,Jogja
ryus,3.5,Nature,Isolated,Pantai Wediombo,Jogja
deztiney,3.2,History,Fun,Kota Lama Semarang,Semarang
fondura,3.0,Tourist Attraction,Noisy,Alun-alun Utara Keraton Yogyakarta,Jogja
ezren,3.7,Nature,Isolated,Pantai Sundak,Jogja
mccollumjr,4.2,History,Not Recommended,Bendung Lepen,Jogja
jamyl,4.1,Culture,Recommended,Sindu Kusuma Edupark (SKE),Jogja
carlan,3.5,Tourist Attraction,Not Recommended,Lawang Sewu,Semarang
inderjeet,4.4,Culinary,Fun,Galaxy Waterpark Jogja,Jogja
naliya,4.2,Nature,Hated,Taman Srigunting,Semarang
jaceyon,4.2,Nature,Cheap Price,Pintoe Langit Dahromo,Jogja
kenedy,3.3,Tourist Attraction,Isolated,Brown Canyon,Semarang
jauna,4.1,Culinary,Fun,Kauman Pakualaman Yogyakarta,Jogja
rocelyn,3.4,History,Boring,Semarang Gallery,Semarang
ajourney,4.4,Culinary,Peaceful,Kampung Pelangi,Semarang
rachna,4.7,Tourist Attraction,Hated,Puncak Segoro,Jogja
serge,4.1,Tourist Attraction,Cheap Price,Wisata Lereng Kelir,Semarang
wylee,4.0,Tourist Attraction,Tasty Food,Wisata Kaliurang,Jogja
loura,4.6,Culture,Tasty Food,Semarang Gallery,Semarang
aashish,3.8,Nature,Peaceful,Pantai Samas,Jogja
tchao,4.7,Tourist Attraction,Recommended,Kawasan Malioboro,Jogja
kryspin,4.1,Nature,Isolated,Goa Rancang Kencono,Jogja
hama,3.8,Culture,Noisy,Pantai Parangtritis,Jogja
maiyer,3.6,Culture,Cheap Price,Desa Wisata Sungai Code Jogja Kota,Jogja
michaelin,4.7,History,Respectable,Desa Wisata Lembah Kalipancur,Semarang
pencho,3.8,Culinary,Tasty Food,Masjid Kapal Semarang,Semarang
massimo,4.5,History,Peaceful,Candi Ijo,Jogja
keighley,4.8,Nature,Kind Person,Umbul Sidomukti,Semarang
sihao,3.7,Culinary,Bad Food,Pantai Cipta,Semarang
fredricka,4.1,Culture,Expensive,Pantai Glagah,Jogja
barker,3.4,Culture,Isolated,Pantai Sundak,Jogja
hadeal,4.0,Tourist Attraction,Respectable,Pantai Sundak,Jogja
codell,3.9,Nature,Expensive,Goa Pindul,Jogja
vard,4.3,Culture,Respectable,Pantai Marina,Semarang
merran,4.3,Culture,Isolated,Kampung Pelangi,Semarang
alecsandra,3.4,Culinary,Expensive,Candi Gedong Songo,Semarang
tonyia,4.9,Tourist Attraction,Not Recommended,Indonesia Kaya Park,Semarang
tanisa,4.7,Culinary,Expensive,Air Terjun Semirang,Semarang
damase,3.9,History,Recommended,Monumen Palagan Ambarawa,Semarang
adasha,4.9,History,Fun,Embung Tambakboyo,Jogja
invaldi,3.4,Culinary,Kind Person,Monumen Sanapati,Jogja
brexlynn,3.0,Nature,Fun,Waduk Jatibarang,Semarang
srivatsa,4.3,Nature,Boring,Benteng Pendem,Semarang
juelene,3.6,Culture,Great View,Kawasan Wisata Sosrowijayan,Jogja
mervat,3.7,Culinary,Hated,Pintoe Langit Dahromo,Jogja
ziah,3.3,Tourist Attraction,Cheap Price,Watu Mabur Mangunan,Jogja
andella,4.7,Culture,Kind,Monumen Palagan Ambarawa,Semarang
allesse,4.1,Tourist Attraction,Respectable,The Lost World Castle,Jogja
ilima,4.0,Culture,Boring,La Kana Chapel,Semarang
tremar,3.5,Culture,Hated,Pintoe Langit Dahromo,Jogja
antwan,3.9,Nature,Hated,Pintoe Langit Dahromo,Jogja
kairie,5.0,History,Kind Person,Sindu Kusuma Edupark (SKE),Jogja
israelle,3.1,History,Great View,Watu Mabur Mangunan,Jogja
douglas,3.1,Culture,Expensive,Sam Poo Kong Temple,Semarang
khadiija,3.2,History,Not Recommended,Taman Tabanas,Semarang
chiaffreda,3.1,Tourist Attraction,Cheap Price,Pantai Marina,Semarang
shaquill,3.6,Culture,Hated,Air Terjun Semirang,Semarang
dallon,3.5,History,Fun,Desa Wisata Lembah Kalipancur,Semarang
narmeen,3.9,Nature,Not Recommended,Pantai Nguluran,Jogja
malikha,4.7,Tourist Attraction,Beautiful,The World Landmarks - Merapi Park Yogyakarta,Jogja
zuhdi,3.2,History,Bad Food,La Kana Chapel,Semarang
alyssarae,4.6,Tourist Attraction,Isolated,Semarang Chinatown,Semarang
shaquesha,3.7,Tourist Attraction,Great View,The Lost World Castle,Jogja
osegueda,3.3,History,Fun,Desa Wisata Lembah Kalipancur,Semarang
biancha,3.9,Nature,Kind Person,Taman Pelangi Jogja,Jogja
thurlo,3.9,Culture,Hated,Bukit Lintang Sewu,Jogja
jimique,3.9,Nature,Expensive,Watu Gunung Ungaran,Semarang
tierrah,4.4,Tourist Attraction,Peaceful,Durian Gardens and Tourism Education Watu Simbar,Semarang
elyan,3.5,Culinary,Expensive,The World Landmarks - Merapi Park Yogyakarta,Jogja
tylerjames,4.7,Culture,Noisy,Kota Lama Semarang,Semarang
itzamaray,4.5,Nature,Beautiful,Pantai Indrayanti,Jogja
maeven,4.5,Culture,Peaceful,Brown Canyon,Semarang
divansh,4.8,Tourist Attraction,Recommended,Kampung Wisata Kadipaten,Jogja
janalyn,3.8,Culinary,Cheap Price,Water Blaster Bukit Candi Golf,Semarang
rechaba,4.1,Culture,Cheap Price,Candi Prambanan,Jogja
jamerion,3.8,Culture,Noisy,Kawasan Wisata Sosrowijayan,Jogja
ederick,4.5,Culture,Beautiful,Wisata Mangrove Tapak,Semarang
ulick,3.3,Nature,Mindful,Tugu Muda Semarang,Semarang
espen,4.9,Nature,Recommended,Lawang Sewu,Semarang
clarkjr,4.8,History,Great View,Kampung Wisata Kadipaten,Jogja
jamekia,3.6,Tourist Attraction,Cheap Price,Watu Lumbung,Jogja
gascony,3.2,Culture,Respectable,Jembatan Biru Ambarawa,Semarang
dalaigh,3.6,Tourist Attraction,Kind Person,Pantai Sundak,Jogja
frisbie,3.6,Culture,Noisy,Kampung Wisata Kadipaten,Jogja
coryon,4.1,History,Respectable,Pantai Depok Jogja,Jogja
reviere,4.2,Tourist Attraction,Noisy,Jembatan Biru Ambarawa,Semarang
jalayne,4.0,Tourist Attraction,Expensive,Pantai Krakal,Jogja
koutsky,3.9,Tourist Attraction,Expensive,Pantai Patihan,Jogja
kirklin,4.5,Culture,Noisy,Desa Wisata Pulesari,Jogja
lutece,4.9,Culture,Tasty Food,Pantai Baruna,Semarang
disla,3.3,Nature,Boring,Pasar Beringharjo,Jogja
conell,3.6,Culture,Cheap Price,Lawang Sewu,Semarang
medra,3.9,Culture,Great View,Pintoe Langit Dahromo,Jogja
caylen,4.0,Culture,Noisy,Desa Wisata Pulesari,Jogja
clematine,3.3,History,Isolated,Kampoeng Rawa,Semarang
eudena,4.0,History,Recommended,"Bukit Paralayang, Watugupit",Jogja
tomos,3.8,Culture,Fun,Candi Borobudur,Jogja
luker,4.3,Tourist Attraction,Mindful,Waduk Jatibarang,Semarang
suttyn,4.2,Nature,Noisy,Wisata Lereng Kelir,Semarang
syann,3.0,History,Noisy,Durian Gardens and Tourism Education Watu Simbar,Semarang
robley,3.9,Culinary,Recommended,Kampung Tematik Jawi,Semarang
philemond,4.6,History,Great View,Pasar Beringharjo,Jogja
mckay,4.0,Culinary,Bad Food,Kampung Wisata Kadipaten,Jogja
stilez,3.1,Nature,Kind,Jurang Tembelan Kanigoro,Jogja
eliyana,3.8,Culinary,Cheap Price,Air Terjun Kedung Pedut,Jogja
brysonn,4.5,Culinary,Bad Food, Pantai Cipta,Semarang
selime,4.4,Culinary,Hated,Kauman Pakualaman Yogyakarta,Jogja
raziyeh,3.1,Culinary,Great View,Air Terjun Kedung Pedut,Jogja
faluin,3.9,History,Hated,Pantai Nguluran,Jogja
quattrocchi,4.4,History,Boring,Pantai Sundak,Jogja
dontario,4.1,History,Tasty Food,Waduk Jatibarang,Semarang
peris,3.1,Nature,Not Recommended,Masjid Agung Ungaran,Semarang
muldrow,3.1,Culture,Kind Person,Semarang Chinatown,Semarang
vica,4.8,Nature,Recommended,Hutan Pinus Pengger,Jogja
sophear,4.4,Tourist Attraction,Recommended,Taman Pelangi Yogyakarta,Jogja
tiosha,4.6,Tourist Attraction,Great View,Pantai Cipta,Semarang
karolann,3.9,Tourist Attraction,Beautiful,Bukit Lintang Sewu,Jogja
membrano,3.7,History,Peaceful,Water Blaster Bukit Candi Golf,Semarang
brodney,4.1,Culture,Respectable,Bendung Lepen,Jogja
niyeli,4.4,Nature,Hated,Masjid Kapal Semarang,Semarang
garvens,4.2,History,Kind,Watu Lumbung,Jogja
rihannon,3.9,Tourist Attraction,Boring,Watu Gunung Ungaran,Semarang
wantiii,4.9,History,Beautiful,Candi Gedong Songo,Semarang
khannon,4.3,Culinary,Tasty Food,Pantai Jogan,Jogja
menut,3.9,Culinary,Great View,Selected Places,Semarang
lierin,4.5,Nature,Boring,Semarang Chinatown,Semarang
jordanjr,4.9,Culinary,Recommended,Wisata Mangrove Tapak,Semarang
waelyn,4.4,Culinary,Hated,Hutan Pinus Asri,Jogja
kaytelynn,4.8,Culture,Expensive,Pasar Beringharjo,Jogja
wassim,4.4,Nature,Boring,Pantai Cipta,Semarang
grishilde,3.8,Nature,Kind,Kampoeng Kopi Banaran,Semarang
makaya,4.5,Nature,Tasty Food,Candi Ijo,Jogja
mardarius,3.8,Culinary,Cheap Price,Wisata Mangrove Tapak,Semarang
raana,4.0,Culinary,Cheap Price,Geoforest Watu Payung Turunan,Jogja
ayelet,4.8,Nature,Expensive,Selected Places,Semarang
deddie,3.0,Culinary,Isolated,Pantai Depok Jogja,Jogja
kaarel,3.3,Culinary,Boring,Candi Ijo,Jogja
shinade,4.3,History,Kind,Bunker Kaliadem Merapi,Jogja
averlie,4.7,Nature,Tasty Food,Kampung Wisata Kadipaten,Jogja
melbin,3.2,Tourist Attraction,Cheap Price,Pantai Wediombo,Jogja
umber,4.7,History,Beautiful,Brown Canyon,Semarang
shatoyia,4.6,Nature,Mindful,Semarang Contemporary Art Gallery,Semarang
alera,4.4,Culinary,Mindful,Flower Farm Setiya Aji,Semarang
teet,4.7,History,Expensive,Watu Lumbung,Jogja
rascoe,3.6,History,Kind Person,Monumen Serangan Umum 1 Maret,Jogja
arietta,3.7,Tourist Attraction,Boring,Pantai Patihan,Jogja
maise,4.9,Nature,Bad Food,Kawasan Wisata Sosrowijayan,Jogja
shamyiah,3.7,Nature,Bad Food,Bukit Wisata Pulepayung,Jogja
devol,4.0,Culinary,Mindful,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
gladies,5.0,Culinary,Beautiful,Monumen Palagan Ambarawa,Semarang
daley,3.8,Culture,Kind Person,Masjid Agung Ungaran,Semarang
hie,3.9,Tourist Attraction,Cheap Price,Brown Canyon,Semarang
rusmir,4.5,Tourist Attraction,Peaceful,Pantai Indrayanti,Jogja
alajuwon,3.2,Culinary,Noisy,Kampoeng Kopi Banaran,Semarang
forace,4.7,History,Cheap Price,Museum Kereta Ambarawa,Semarang
melancon,3.9,Nature,Bad Food,Benteng Pendem,Semarang
telvis,4.2,Tourist Attraction,Kind Person,"Bukit Paralayang, Watugupit",Jogja
pantaleo,4.9,Culinary,Recommended,Geoforest Watu Payung Turunan,Jogja
quentine,4.3,Culture,Expensive,Candi Ijo,Jogja
lamoria,3.4,Nature,Kind Person,Pantai Marina,Semarang
tazman,3.4,History,Cheap Price,Monumen Palagan Ambarawa,Semarang
akes,3.7,Tourist Attraction,Bad Food,Lawang Sewu,Semarang
erdah,4.0,Culture,Recommended,De Mata Museum Jogja,Jogja
muneza,3.8,History,Bad Food,Bukit Wisata Pulepayung,Jogja
danveer,3.8,Culinary,Isolated,Pantai Ngrenehan,Jogja
brytani,3.8,Culture,Not Recommended,Candi Gedong Songo,Semarang
reyo,4.9,Culture,Expensive,Kampung Pelangi,Semarang
siddhiksha,3.8,Tourist Attraction,Peaceful,Pantai Marina,Semarang
aamani,3.6,History,Tasty Food,Semarang Contemporary Art Gallery,Semarang
zigridas,3.8,Tourist Attraction,Recommended,Brown Canyon,Semarang
irani,3.8,Tourist Attraction,Mindful,Tebing Breksi,Jogja
kia,3.7,Nature,Beautiful,Kampung Wisata Kadipaten,Jogja
dilks,4.5,Nature,Not Recommended,Lawang Sewu,Semarang
jackelynn,3.8,Nature,Expensive,The Lost World Castle,Jogja
roquel,4.5,Culture,Kind Person,Masjid Agung Ungaran,Semarang
yonel,4.5,Nature,Isolated,Kampoeng Kopi Banaran,Semarang
doughlin,3.6,History,Mindful,Pantai Marina,Semarang
sherelle,4.6,History,Kind Person,Tugu Muda Semarang,Semarang
shundrea,3.5,Culinary,Bad Food,Kampoeng Djadhoel Semarang,Semarang
gabrelle,4.0,Nature,Not Recommended,Kauman Pakualaman Yogyakarta,Jogja
silvestru,4.3,Tourist Attraction,Hated,Monumen Sanapati,Jogja
aritica,4.3,Culture,Cheap Price,Taman Kasmaran,Semarang
keymiah,3.4,Culture,Great View,Puncak Segoro,Jogja
rubeinn,3.8,History,Bad Food,Gua Maria Kerep Ambarawa,Semarang
jeanneke,4.0,History,Isolated,Watu Gunung Ungaran,Semarang
burkes,4.0,Culinary,Bad Food,Selected Places,Semarang
ruman,4.0,Nature,Boring,Kampoeng Kopi Banaran,Semarang
breneisha,4.0,History,Kind Person,Desa Wisata Pulesari,Jogja
sanjuanita,4.4,Tourist Attraction,Great View,La Kana Chapel,Semarang
georgiamae,3.7,Culinary,Peaceful,Gua Maria Kerep Ambarawa,Semarang
akillez,4.2,History,Hated,Masjid Kapal Semarang,Semarang
gedeon,4.0,Nature,Tasty Food,Saloka Theme Park,Semarang
zamiere,3.4,Culinary,Beautiful,Masjid Agung Ungaran,Semarang
oghenekaro,4.0,Tourist Attraction,Boring,Candi Gedong Songo,Semarang
shankeria,4.0,Culture,Not Recommended,Umbul Sidomukti,Semarang
leyson,4.1,History,Noisy,Hutan Pinus Asri,Jogja
lochlin,3.2,History,Expensive,Taman Pandanaran,Semarang
maraia,4.6,Culture,Cheap Price,Green Village Gedangsari,Jogja
aleksandra,4.4,Nature,Kind,Water Blaster Bukit Candi Golf,Semarang
georgemichael,4.7,Culinary,Tasty Food,Kampoeng Kopi Banaran,Semarang
rabin,3.9,Culinary,Not Recommended,Masjid Agung Ungaran,Semarang
ronnisha,4.7,Tourist Attraction,Recommended,Bentara Budaya Yogyakarta (BBY),Jogja
schlueter,3.4,History,Recommended,Bentara Budaya Yogyakarta (BBY),Jogja
parrisch,3.1,History,Boring,Kampoeng Kopi Banaran,Semarang
tnaya,3.8,Culinary,Hated,Kawasan Wisata Sosrowijayan,Jogja
vtehsta,4.6,Culture,Recommended,Lava Bantal,Jogja
abentego,3.9,Nature,Isolated,Kawasan Malioboro,Jogja
pakize,4.9,History,Fun,Semarang Contemporary Art Gallery,Semarang
tiawanda,4.9,History,Expensive,Kampung Pelangi,Semarang
mersin,3.9,Culinary,Isolated,Bunker Kaliadem Merapi,Jogja
varujan,4.2,Nature,Not Recommended,Pantai Krakal,Jogja
mayzee,3.1,Culture,Noisy,Candi Ijo,Jogja
kyall,3.4,Nature,Not Recommended,Pantai Drini,Jogja
vonmarie,3.8,Culture,Beautiful,Pantai Kukup,Jogja
purpura,3.0,Culinary,Bad Food,Obyek Wisata Goa Kreo,Semarang
isamara,4.0,Culture,Isolated,Bentara Budaya Yogyakarta (BBY),Jogja
vladimiras,4.4,Nature,Bad Food,Geoforest Watu Payung Turunan,Jogja
aliannah,3.9,Nature,Kind Person,Hutan Wisata Tinjomoyo Semarang,Semarang
eralyn,3.8,Tourist Attraction,Cheap Price,Candi Prambanan,Jogja
willowmae,3.2,Culture,Boring,Masjid Agung Ungaran,Semarang
vantrice,4.7,Tourist Attraction,Kind,Pantai Samas,Jogja
sebnem,4.3,Culinary,Great View,Monumen Palagan Ambarawa,Semarang
celestyn,3.3,Tourist Attraction,Fun,Benteng Pendem,Semarang
francka,5.0,History,Bad Food,Flower Farm Setiya Aji,Semarang
tifanie,3.6,Culinary,Peaceful,Bukit Lintang Sewu,Jogja
neera,3.7,Nature,Bad Food,Nol Kilometer Jl.Malioboro,Jogja
berneita,4.3,History,Beautiful,Bendung Lepen,Jogja
siama,3.9,Nature,Kind,Kampung Pelangi,Semarang
farrar,4.7,Nature,Not Recommended,Bentara Budaya Yogyakarta (BBY),Jogja
keeston,4.7,History,Tasty Food,Green Village Gedangsari,Jogja
yendy,3.9,Culinary,Cheap Price,Kampoeng Djadhoel Semarang,Semarang
naif,4.3,History,Isolated,Geoforest Watu Payung Turunan,Jogja
nedine,3.6,Nature,Recommended,Selected Places,Semarang
kerce,5.0,History,Bad Food,Grand Maerakaca,Semarang
sonya,4.7,Nature,Not Recommended,Flower Farm Setiya Aji,Semarang
raysen,3.5,Culture,Recommended,Monumen Sanapati,Jogja
mensch,3.1,History,Beautiful,Green Village Gedangsari,Jogja
radoman,4.3,Culinary,Kind,Kawasan Malioboro,Jogja
ebubechukwu,3.4,Nature,Expensive,Kampoeng Djadhoel Semarang,Semarang
bisharah,3.2,Culture,Isolated,Puncak Segoro,Jogja
tyelar,3.6,History,Recommended,Kampoeng Djadhoel Semarang,Semarang
londin,4.2,History,Mindful,Taman Kasmaran,Semarang
buie,4.4,Tourist Attraction,Isolated,Jembatan Biru Ambarawa,Semarang
gowrie,3.5,Culinary,Boring,Brown Canyon,Semarang
osean,3.9,Culture,Great View,Kampoeng Rawa,Semarang
tamikah,4.5,History,Noisy,Nol Kilometer Jl.Malioboro,Jogja
darbee,4.0,History,Expensive,Jurang Tembelan Kanigoro,Jogja
malanya,3.7,Nature,Tasty Food,Pura Giri Natha,Semarang
monsserrat,4.9,Tourist Attraction,Kind,Hutan Pinus Pengger,Jogja
lathem,3.6,Nature,Expensive,Candi Borobudur,Jogja
seroka,3.2,Culinary,Beautiful,Candi Borobudur,Jogja
dorron,3.5,Culinary,Bad Food,Museum Kereta Ambarawa,Semarang
enja,4.8,Nature,Beautiful,Kampung Wisata Kadipaten,Jogja
walrath,4.0,Tourist Attraction,Respectable,Gembira Loka Zoo,Jogja
dianalys,3.1,Culinary,Kind,Pantai Indrayanti,Jogja
birchel,3.9,Culinary,Fun,Saloka Theme Park,Semarang
kaliyanna,3.0,Tourist Attraction,Noisy,Alun-alun Utara Keraton Yogyakarta,Jogja
peiqi,3.6,Culinary,Peaceful,Pantai Baruna,Semarang
lisaann,4.0,Culture,Cheap Price,Wisata Eling Bening,Semarang
xhemil,4.5,History,Bad Food,Galaxy Waterpark Jogja,Jogja
preister,4.8,Nature,Isolated,Hutan Wisata Tinjomoyo Semarang,Semarang
franciszka,3.9,Culture,Tasty Food,Kampoeng Rawa,Semarang
rosvelt,3.5,Culinary,Not Recommended,Masjid Kapal Semarang,Semarang
aymir,3.9,Nature,Noisy,Brown Canyon,Semarang
eyja,3.8,Tourist Attraction,Boring,Wisata Lereng Kelir,Semarang
marketta,4.5,Tourist Attraction,Great View,Pantai Sundak,Jogja
brae,4.9,History,Cheap Price,Goa Pindul,Jogja
tanedra,4.0,History,Expensive,Watu Mabur Mangunan,Jogja
dervin,4.4,Nature,Kind Person,Benteng Pendem,Semarang
madgelene,3.4,Tourist Attraction,Great View,Pasar Beringharjo,Jogja
hartwin,3.6,Tourist Attraction,Bad Food,Semarang Chinatown,Semarang
cassiel,3.5,History,Noisy,Watu Lumbung,Jogja
leilany,3.4,History,Fun,Desa Wisata Sungai Code Jogja Kota,Jogja
kily,4.6,Culture,Cheap Price,Masjid Agung Ungaran,Semarang
awwal,3.8,History,Expensive,Pantai Patihan,Jogja
eythan,4.4,History,Mindful,Taman Srigunting,Semarang
daleia,3.6,Nature,Hated,Durian Gardens and Tourism Education Watu Simbar,Semarang
creasey,4.0,History,Isolated,Wisata Lereng Kelir,Semarang
olgie,4.5,Culinary,Bad Food,The Lost World Castle,Jogja
tanvish,3.8,Culture,Expensive,Hutan Pinus Pengger,Jogja
vedansh,3.2,Culinary,Cheap Price,Grand Maerakaca,Semarang
casimir,4.2,Culinary,Mindful,Brown Canyon,Semarang
daizon,4.2,Culture,Peaceful,Candi Gedong Songo,Semarang
rafter,3.6,Nature,Peaceful, Pantai Cipta,Semarang
vyshonn,4.3,Tourist Attraction,Beautiful,Obyek Wisata Goa Kreo,Semarang
saarim,3.9,Culture,Kind,Kota Lama Semarang,Semarang
phenious,3.3,History,Tasty Food,Lawang Sewu,Semarang
stiebel,3.1,History,Recommended,Wisata Mangrove Tapak,Semarang
dagi,4.9,Culture,Expensive,Watu Gunung Ungaran,Semarang
rydon,4.5,Culture,Boring,Hutan Pinus Pengger,Jogja
zabel,3.7,Culinary,Expensive,Water Blaster Bukit Candi Golf,Semarang
ivka,4.8,Culture,Not Recommended,Monumen Palagan Ambarawa,Semarang
eessa,3.9,Culture,Noisy,Benteng Pendem,Semarang
paramvir,4.8,Tourist Attraction,Noisy,Sam Poo Kong Temple,Semarang
wylie,3.7,Culinary,Fun,Monumen Sanapati,Jogja
atenea,4.6,Nature,Kind Person,Brown Canyon,Semarang
chel,3.1,Tourist Attraction,Not Recommended,Puncak Gunung Api Purba - Nglanggeran,Jogja
kight,3.7,Nature,Isolated,Taman Pelangi Yogyakarta,Jogja
guesno,3.6,Culture,Noisy,Pantai Kukup,Jogja
dolorse,3.1,Nature,Tasty Food,Kawasan Wisata Sosrowijayan,Jogja
noriane,4.4,Culinary,Kind,Semarang Contemporary Art Gallery,Semarang
rosanell,4.6,Tourist Attraction,Kind,Kota Lama Semarang,Semarang
dawndee,4.6,Nature,Peaceful,Gua Maria Kerep Ambarawa,Semarang
watban,4.8,Culinary,Mindful,Waduk Jatibarang,Semarang
pranitha,3.3,History,Noisy,Seribu Batu Songgo Langit,Jogja
beauchamp,3.3,Tourist Attraction,Peaceful,Kampoeng Rawa,Semarang
shenitta,3.8,Tourist Attraction,Hated,Candi Gedong Songo,Semarang
jaquila,4.5,Nature,Mindful,Puncak Gunung Api Purba - Nglanggeran,Jogja
hedgeman,3.7,Culture,Recommended,Kampung Pelangi,Semarang
ameriya,4.8,Culinary,Not Recommended,Water Blaster Bukit Candi Golf,Semarang
aaliyaa,4.3,Tourist Attraction,Recommended,Jembatan Biru Ambarawa,Semarang
katiuscia,4.6,Tourist Attraction,Not Recommended,Sindu Kusuma Edupark (SKE),Jogja
darrick,4.4,Tourist Attraction,Tasty Food,Pantai Indrayanti,Jogja
shy,3.4,History,Hated,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
